invoice_and_item_number,date,store_name,city,county,category_name,vendor_name,item_description,state_bottle_retail,bottles_sold,sale_dollars
INV-79704100039,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,JIM BEAM BRANDS,ON THE ROCKS STRAWBERRY DAIQUIRI,18.75,1,18.75
INV-79258600005,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,50.99,2,101.98
INV-78586700006,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,DIAGEO AMERICAS,CAPTAIN MORGAN LONG ISLAND ICED TEA,16.5,2,33.0
INV-79655900020,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,8.13,12,97.56
INV-78823700004,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,ELIJAH CRAIG,27.0,12,324.0
INV-78755500022,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,6.53,12,78.36
INV-78334300006,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,18,310.5
INV-79074700025,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,NEUTRAL GRAIN SPIRITS,OLE SMOKY DISTILLERY LLC,OLE SMOKY BLUE FLAME MOONSHINE MINI,13.13,2,26.26
INV-79901500019,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON SILVER,22.5,1,22.5
INV-79478900002,2025-02-10,PRIMESTAR / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,BROWN FORMAN CORP.,OLD FORESTER BOURBON 86PRF,18.0,1,18.0
INV-78605400007,2025-01-14,HOMETOWN FOODS / TRAER,TRAER,IOWA,CREAM LIQUEURS,DIAGEO AMERICAS,BAILEYS SALTED CARAMEL,24.74,1,24.74
INV-79655900012,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM VANILLA,17.25,3,51.75
INV-78390200012,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT RYE WHISKIES,JIM BEAM BRANDS,KNOB CREEK RYE,31.5,4,126.0
INV-78271300015,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,WHITE RUM,BACARDI USA INC,BACARDI SUPERIOR PET,13.49,4,53.96
INV-79075000004,2025-01-27,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,50.99,2,101.98
INV-79068000026,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,"ZING ZANG, LLC",ZING ZANG BLOODY MARY RTS,12.47,2,24.94
INV-78319800034,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY MINT CHOCOLATE CHIP CREAM WHISKEY,16.5,6,99.0
INV-78334300003,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,26.24,12,314.88
INV-79344100009,2025-02-05,CASEY'S GENERAL STORE #2488 / N ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT RYE WHISKIES,CEDAR RIDGE VINEYARDS LL,CEDAR RIDGE MALTED RYE,29.51,12,354.12
INV-79258600028,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,15.0,12,180.0
INV-79695100007,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,FLAVORED RUM,PERNOD RICARD USA,MALIBU COCONUT,13.49,12,161.88
INV-78538100006,2025-01-13,WILTON EXPRESS,WILTON,IOWA,FLAVORED RUM,HEAVEN HILL BRANDS,ADMIRAL NELSON CHERRY SPICED,10.5,12,126.0
INV-79301900009,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,HEAVEN HILL BRANDS,CHRISTIAN BROS BRANDY,18.75,6,112.5
INV-78334300019,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN CORDIALS & LIQUEURS,LUXCO INC,PARAMOUNT AMARETTO,6.45,12,77.4
INV-78557900001,2025-01-13,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PARTY BUCKET,78.6,1,78.6
INV-79695300019,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY MINI SLEEVE,6.56,12,78.72
INV-79068000030,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,CREAM LIQUEURS,PIEDMONT DISTILLERS INC,MIDNIGHT MOON VANILLA MOONSHAKE,17.25,1,17.25
INV-79704100032,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,PROXIMO,1800 ULTIMATE BLOOD ORANGE MARGARITA,15.06,2,30.12
INV-78319800024,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY COOKIE DOUGH WHISKEY,16.5,6,99.0
INV-78338400012,2025-01-06,WILTON EXPRESS,WILTON,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY WHITE CHOCOLATE STRAWBERRY CREAM,19.5,6,117.0
INV-79900700002,2025-02-24,WILTON EXPRESS,WILTON,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY MANGO HABANERO WHISKEY,16.5,6,99.0
INV-79725700018,2025-02-18,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,DIAGEO AMERICAS,DON JULIO REPOSADO,25.49,12,305.88
INV-79258600038,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,TEMPORARY & SPECIALTY PACKAGES,OLE SMOKY DISTILLERY LLC,OLE SMOKY CHOCOLATE PEANUT BUTTER CREAM MOONSHINE,19.5,12,234.0
INV-79322300002,2025-02-04,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,SVEDKA 80PRF,20.1,6,120.6
INV-78900000008,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET PEACH CANADIAN WHISKEY,17.25,6,103.5
INV-79725700012,2025-02-18,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC STRAWBERRY LIME MARGARITA,6.93,24,166.32
INV-79554300003,2025-02-12,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,12,207.0
INV-78813900001,2025-01-21,WILTON EXPRESS,WILTON,IOWA,BOTTLED IN BOND BOURBON,SAZERAC COMPANY  INC,EARLY TIMES BOTTLED IN BOND,19.5,1,19.5
INV-78872400015,2025-01-21,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,SOUTHERN COMFORT,15.5,2,31.0
INV-78397000034,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,JIM BEAM BRANDS,SAUZA BLANCO SILVER,15.75,2,31.5
INV-79074800020,2025-01-27,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN CORDIALS & LIQUEURS,LUXCO INC,PARAMOUNT CREME DE CACAO WHITE,7.88,4,31.52
INV-78319800035,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY PEANUT BUTTER WHISKEY,16.5,6,99.0
INV-79301900006,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED BRANDIES,REMY COINTREAU USA INC,REMY MARTIN 1738 ACCORD ROYAL,14.25,24,342.0
INV-79301900011,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,PROXIMO,1800 SILVER,7.01,24,168.24
INV-79863500002,2025-02-21,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,TEMPORARY & SPECIALTY PACKAGES,DIAGEO AMERICAS,CROWN ROYAL BLACKBERRY,26.24,12,314.88
INV-78338400007,2025-01-06,WILTON EXPRESS,WILTON,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,BARTON VODKA PET,5.07,12,60.84
INV-79068000015,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,FLAVORED RUM,PERNOD RICARD USA,MALIBU COCONUT,13.49,12,161.88
INV-79704100047,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,LUXCO INC,PARAMOUNT PEPPERMINT SCHNAPPS PET,6.38,12,76.56
INV-78334400009,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,SVEDKA 80PRF,20.1,6,120.6
INV-78586600011,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,PROXIMO,1800 ULTIMATE PEACH MARGARITA,15.06,6,90.36
INV-78562600003,2025-01-13,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM MINI,10.5,12,126.0
INV-78786000031,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,COFFEE LIQUEURS,SAZERAC COMPANY  INC,KAPALI COFFEE LIQUEUR,9.0,3,27.0
INV-79752000002,2025-02-19,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,5.69,12,68.28
INV-79704300006,2025-02-17,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA PET,5.25,12,63.0
INV-78664800020,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN VODKAS,PHILLIPS BEVERAGE,PHILLIPS VODKA,11.51,6,69.06
INV-79438900025,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY MINI DISPENSER,38.7,1,38.7
INV-78271300023,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 ORANGES MINI,78.6,1,78.6
INV-79074700010,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA MINI,19.2,10,192.0
INV-79114900009,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,9.15,4,36.6
INV-78390200023,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF,7.49,4,29.96
INV-78558100003,2025-01-13,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,FOUR ROSES SMALL BATCH,27.75,3,83.25
INV-79695100010,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON SILVER,22.5,6,135.0
INV-78390200003,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,26.24,4,104.96
INV-79438900002,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,26.24,4,104.96
INV-78586600008,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED CORDIALS & LIQUEURS,BACARDI USA INC,D'USSE VSOP,14.24,24,341.76
INV-78786100008,2025-01-20,PRIMESTAR / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM APPLE,17.25,12,207.0
INV-78870300006,2025-01-21,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,5.69,12,68.28
INV-78538100008,2025-01-13,WILTON EXPRESS,WILTON,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,YUKON JACK,13.88,12,166.56
INV-79478900003,2025-02-10,PRIMESTAR / MARENGO,MARENGO,IOWA,BLENDED WHISKIES,DIAGEO AMERICAS,SEAGRAMS 7 CROWN,20.99,6,125.94
INV-79695100001,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PARTY BUCKET,78.6,1,78.6
INV-78558000019,2025-01-13,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 BANANAS MINI,78.6,1,78.6
INV-79302000005,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,TEMPORARY & SPECIALTY PACKAGES,AIKO IMPORTERS INC,RARE SELECTION DEER JAPANESE WHISKY,67.5,1,67.5
INV-78319800001,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-78319800004,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,CANADIAN WHISKIES,SAZERAC COMPANY  INC,CANADIAN MIST WHISKY PET,17.25,1,17.25
INV-78786000006,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,EVAN WILLIAMS BLACK,14.25,3,42.75
INV-79704100031,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC MARGARITA RASPBERRY COLADA,13.11,2,26.22
INV-79472400001,2025-02-10,WILTON EXPRESS,WILTON,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET TOASTED CARAMEL,9.0,12,108.0
INV-79258800006,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,9.15,24,219.6
INV-79258800011,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,FROST TRAIL VODKA,7.83,12,93.96
INV-78397000010,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF,7.49,24,179.76
INV-78786200032,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,8.0,24,192.0
INV-79947200001,2025-02-25,HOMETOWN FOODS / TRAER,TRAER,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET TOASTED CARAMEL,17.25,6,103.5
INV-78381800003,2025-01-07,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,CANADIAN WHISKIES,SAZERAC COMPANY  INC,RICH & RARE,13.08,6,78.48
INV-78334400025,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN SCHNAPPS,LUXCO INC,PARAMOUNT PEPPERMINT SCHNAPPS,12.0,6,72.0
INV-79258800019,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,1.5,48,72.0
INV-79919600009,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL SQUARE,12.38,24,297.12
INV-78832500007,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,5.69,12,68.28
INV-78397000008,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,MCCORMICK DISTILLING CO.,MCCORMICK 80PRF VODKA PET,2.76,24,66.24
INV-79655900022,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED MINI,7.2,2,14.4
INV-78557900022,2025-01-13,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY WHITE CHOCOLATE STRAWBERRY MOONSHINE MINI,13.13,8,105.04
INV-79258800002,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-79736200036,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON SILVER,41.24,4,168.0
INV-79901700009,2025-02-24,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,COCKTAILS/RTD,SAZERAC COMPANY  INC,HEUBLEIN OLD FASHIONED,9.75,12,117.0
INV-79258800021,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY BANANA PUDDING CREAM MOONSHINE,19.5,6,117.0
INV-79901700005,2025-02-24,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,IRISH WHISKIES,PERNOD RICARD USA,JAMESON,26.24,12,314.88
INV-79704200002,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,BROWN FORMAN CORP.,OLD FORESTER BOURBON 86PRF,18.0,12,216.0
INV-79258800007,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL,23.87,12,286.44
INV-79704300009,2025-02-17,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 BANANAS,1.5,96,144.0
INV-79752000006,2025-02-19,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,28.5,12,342.0
INV-79273800009,2025-02-03,WILTON EXPRESS,WILTON,IOWA,AMERICAN FLAVORED VODKA,DIAGEO AMERICAS,"SMIRNOFF RED, WHITE & BERRY MINI",6.92,12,83.04
INV-79901600001,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,SINGLE MALT SCOTCH,MOET HENNESSY USA,ARDBEG 10YR ISLAY,51.74,1,51.74
INV-78390200029,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,NEW AMSTERDAM PEACH,12.0,2,24.0
INV-79258600037,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN FLAVORED VODKA,PARK STREET IMPORTS,THE ORIGINAL PICKLE SHOT SPICY PICKLE VODKA,12.51,3,37.53
INV-79104900010,2025-01-28,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,CREAM LIQUEURS,SAZERAC COMPANY  INC,RYANS CREAM LIQUEUR,10.05,3,30.15
INV-78832500030,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,JIM BEAM BRANDS,ON THE ROCKS COCKTAILS EFFEN COSMOPOLITAN,9.75,12,117.0
INV-79301900012,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,PROXIMO,1800 SILVER,13.88,12,166.56
INV-78390200016,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,5.25,8,42.0
INV-79704300005,2025-02-17,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,17.25,12,207.0
INV-79478800013,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA PET,5.28,12,63.36
INV-78832500009,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,3.0,24,72.0
INV-78397000006,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,MCCORMICK DISTILLING CO.,MCCORMICK 80PRF VODKA,5.46,12,65.52
INV-79695300016,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT CHERRY BRANDY,10.13,12,121.56
INV-79901400018,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO GOLDEN MARGARITA,16.56,6,99.36
INV-79258700004,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,MAKERS MARK,27.0,1,27.0
INV-79258700022,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON SILVER,41.24,1,42.0
INV-79068100006,2025-01-27,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED MINI,7.2,24,172.8
INV-78786100015,2025-01-20,PRIMESTAR / MARENGO,MARENGO,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 BANANAS,1.5,48,72.0
INV-79438900024,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,COCKTAILS/RTD,"ZING ZANG, LLC",ZING ZANG BLOODY MARY RTS,12.47,3,37.41
INV-78823700013,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,MCCORMICK DISTILLING CO.,MCCORMICK 80PRF VODKA PET,12.36,6,74.16
INV-78755500041,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,13.13,8,105.04
INV-78786200050,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO MINI,18.5,12,222.0
INV-79302000002,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,4.88,24,117.12
INV-79704100009,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED BARREL,27.74,6,166.44
INV-79795700003,2025-02-19,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED BARREL,27.74,6,166.44
INV-79795700012,2025-02-19,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PET,24.0,6,144.0
INV-79438900029,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,IMPORTED CORDIALS & LIQUEURS,HEAVEN HILL BRANDS,HPNOTIQ MINI,22.41,2,44.82
INV-78562500019,2025-01-13,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN BRANDIES,SAZERAC COMPANY  INC,PAUL MASSON ICE BRANDY,7.5,1,7.5
INV-78786100004,2025-01-20,PRIMESTAR / MARENGO,MARENGO,IOWA,BOTTLED IN BOND BOURBON,SAZERAC COMPANY  INC,EARLY TIMES BOTTLED IN BOND,19.5,1,19.5
INV-79344200016,2025-02-05,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CREAM LIQUEURS,E & J GALLO WINERY,RUMCHATA,21.0,2,42.0
INV-79438900018,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,NEW AMSTERDAM RED BERRY,6.0,5,30.0
INV-78872400008,2025-01-21,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,20.25,3,60.75
INV-79258600019,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT RYE WHISKIES,INFINIUM SPIRITS,TEMPLETON RYE 4YR,23.1,6,138.6
INV-78334300013,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN FLAVORED VODKA,HEAVEN HILL BRANDS,BURNETTS RASPBERRY,7.5,12,90.0
INV-79655900019,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF PET,22.13,6,132.78
INV-78786000036,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN DISTILLED SPIRITS SPECIALTY,S&B FARMS DISTILLERY,SIR WINSTON PEACH,19.52,1,19.52
